Barcode,Wine,Label
87736249,"2010 Homewood Le Délice de la Vallée
Shenandoah Valley",Right wine fridge / 14
87736250,"2010 Homewood Le Délice de la Vallée
Shenandoah Valley",Right wine fridge / 14
87736251,"2010 Homewood Le Délice de la Vallée
Shenandoah Valley",Right wine fridge / 14
87736252,"2010 Homewood Le Délice de la Vallée
Shenandoah Valley",Right wine fridge / 14
87736253,"2010 Homewood Le Délice de la Vallée
Shenandoah Valley",Right wine fridge / 14
87736254,"2010 Homewood Le Délice de la Vallée
Shenandoah Valley",Right wine fridge / 14
87736255,"2010 Homewood Le Délice de la Vallée
Shenandoah Valley",Right wine fridge / 14
87736023,2013 Homewood Pinot Noir,Left wine fridge / 14
87736004,"2012 Kunde Estate Zinfandel Reserve Century
Vines",Left wine fridge / 14
87736266,NV Mountain Spirit Winery Symphony in Red,Small wine fridge / Red
87736031,"2012 Signaterra / Benziger Cabernet
Sauvignon Three Blocks",Left wine fridge / 14
90196884,2015 Gundlach Bundschu Pinot Noir,Left wine fridge / 15
90196885,2015 Gundlach Bundschu Pinot Noir,Left wine fridge / 15
90196886,2015 Gundlach Bundschu Pinot Noir,Left wine fridge / 15
90196764,2015 Gundlach Bundschu Pinot Noir,Right wine fridge / 15
90196765,2015 Gundlach Bundschu Pinot Noir,Right wine fridge / 15
90609979,"NV La Rochelle Pinot Noir Applellation
Series Russian River Valley",Left wine fridge / 15
90609980,"NV La Rochelle Pinot Noir Applellation
Series Russian River Valley",Left wine fridge / 15
90609964,"NV La Rochelle Pinot Noir Applellation
Series Russian River Valley",Right wine fridge / 15
87736169,"2014 La Rochelle Pinot Noir Bacigalupi
Vineyard Russian River",Right wine fridge / 15
87736178,2014 La Rochelle Pinot Noir El Coro Vineyard,Right wine fridge / 15
87736189,"2013 La Rochelle Pinot Noir Lester Family
Vineyards Deer Park Vineyard",Right wine fridge / 15
87736224,"2012 La Rochelle Pinot Noir Recherché
Reserve Donum Estate Vineyard",Right wine fridge / 15
87675005,2013 Camaraderie Cellars Sangiovese,Right wine fridge / 2
89147032,NV Colorado River Winery Jubilee,Right wine fridge / 2
89147061,NV Colorado River Winery Rocky Rapids Red,Right wine fridge / 2
88553216,"2016 Gundlach Bundschu Gewürztraminer Estate
Vineyard",Left wine fridge / 2
88553217,"2016 Gundlach Bundschu Gewürztraminer Estate
Vineyard",Left wine fridge / 2
88553218,"2016 Gundlach Bundschu Gewürztraminer Estate
Vineyard",Left wine fridge / 2
88553219,"2016 Gundlach Bundschu Gewürztraminer Estate
Vineyard",Left wine fridge / 2
87711156,"2015 Gundlach Bundschu Gewürztraminer Estate
Vineyard",Left wine fridge / 2
87711157,"2015 Gundlach Bundschu Gewürztraminer Estate
Vineyard",Left wine fridge / 2
90196658,"2016 Gundlach Bundschu Pinot Noir Rhinefarm
Rosé",Right wine fridge / 2
90196659,"2016 Gundlach Bundschu Pinot Noir Rhinefarm
Rosé",Right wine fridge / 2
87674641,2012 Homewood Sangiovese Megliorata,Right wine fridge / 2
87674713,2012 Homewood Zinfandel Hoskins,Right wine fridge / 2
87711226,2013 Domaine Mercouri Foloi,Left wine fridge / 2
87711186,"2014 La Rochelle Chardonnay Recherché
Reserve Hays Estate Vineyard",Left wine fridge / 2
89146942,2015 Saddlehorn Winery Tempranillo,Left wine fridge / 2
87674866,"NV Vino Salida Wine Cellars Vino Rosso di
Salida",Right wine fridge / 2
88502689,2015 Driftwood Estate Winery Dry Rosé,Right wine fridge / 3
88502715,2014 Driftwood Estate Winery Sangiovese,Right wine fridge / 3
87711270,"2007 Gundlach Bundschu Cabernet Sauvignon
Estate Vineyard",Left wine fridge / 3
87711287,"1994 Gundlach Bundschu Cabernet Sauvignon
Rhinefarm Vineyard",Left wine fridge / 3
87711309,"1985 Gundlach Bundschu Cabernet Sauvignon
Rhinefarm Vineyard",Left wine fridge / 3
90196703,"2016 Gundlach Bundschu Gewürztraminer Estate
Vineyard",Right wine fridge / 3
90196704,"2016 Gundlach Bundschu Gewürztraminer Estate
Vineyard",Right wine fridge / 3
87708552,2014 Gundlach Bundschu Mountain Cuvée,Right wine fridge / 3
87711248,"2014 Gundlach Bundschu Tempranillo Estate
Vineyard",Left wine fridge / 3
90196732,"2014 Gundlach Bundschu Zinfandel Estate
Vineyard Sonoma Valley",Right wine fridge / 3
87738550,2012 Homewood Petite Sirah,Left wine fridge / 3
87708524,2012 Homewood Sangiovese Megliorata,Right wine fridge / 3
87708561,"2013 Larson Family Winery Millerick Road
Meritage",Right wine fridge / 3
88502607,2014 Salt Lick Cellars GSM,Right wine fridge / 3
88502608,2014 Salt Lick Cellars GSM,Right wine fridge / 3
88503624,2015 The Austin Winery Old Vine Zin,Left wine fridge / 3
88503625,2015 The Austin Winery Old Vine Zin,Left wine fridge / 3
88503622,NV The Austin Winery Quarter Horse,Left wine fridge / 3
87708480,2012 Topel Syrah Noir - Cuvée Donnis,Right wine fridge / 3
87711364,"2014 Balletto Vineyards Chardonnay Cider
Ridge Vineyard Russian River Valley",Left wine fridge / 4
88502846,NV Duchman Family Winery Canto Felice,Right wine fridge / 4
88502787,NV Duchman Family Winery Progression,Left wine fridge / 4
88502788,NV Duchman Family Winery Progression,Left wine fridge / 4
88502779,"2015 Duchman Family Winery Vermentino
Bingham Family Vineyard",Right wine fridge / 4
88553300,2014 Gundlach Bundschu Cabernet Sauvignon,Left wine fridge / 4
88553301,2014 Gundlach Bundschu Cabernet Sauvignon,Left wine fridge / 4
88553407,2014 Gundlach Bundschu Merlot,Left wine fridge / 4
88553408,2014 Gundlach Bundschu Merlot,Left wine fridge / 4
87708569,2014 Gundlach Bundschu Mountain Cuvée,Right wine fridge / 4
87738589,2014 Homewood Chardonnay,Left wine fridge / 4
87738590,2014 Homewood Chardonnay,Left wine fridge / 4
90610123,"2015 Infinite Monkey Theorem The Hundredth
Monkey",Right wine fridge / 4
87711397,"2013 Monticello Vineyards (Corley Family)
Pinot Noir",Left wine fridge / 4
89146893,NV Saddlehorn Winery Riesling,Right wine fridge / 4
87708619,2013 Stark Barbera Damiano Vineyard,Right wine fridge / 4
90609763,"2015 The Austin Winery Merlot Opening
Ceremony",Right wine fridge / 4
90609764,"2015 The Austin Winery Merlot Opening
Ceremony",Right wine fridge / 4
87708828,"NV Vino Salida Wine Cellars Vino Rosso di
Salida",Right wine fridge / 4
87711435,2015 Balletto Vineyards Pinot Noir,Left wine fridge / 5
87711436,2015 Balletto Vineyards Pinot Noir,Left wine fridge / 5
87711421,2014 Balletto Vineyards Pinot Noir 18 Barrel,Left wine fridge / 5
87711412,"2015 Balletto Vineyards Pinot Noir Emerson
Block Burnside Vineyard",Left wine fridge / 5
87711413,"2015 Balletto Vineyards Pinot Noir Emerson
Block Burnside Vineyard",Left wine fridge / 5
87708844,NV Cálem Porto Old Friends Ruby Porto,Right wine fridge / 5
87708882,"2015 Gundlach Bundschu Gewürztraminer Estate
Vineyard",Right wine fridge / 5
87708883,"2015 Gundlach Bundschu Gewürztraminer Estate
Vineyard",Right wine fridge / 5
87738626,2013 Homewood Pinot Noir,Left wine fridge / 5
87738627,2013 Homewood Pinot Noir,Left wine fridge / 5
87738628,2013 Homewood Pinot Noir,Left wine fridge / 5
87738629,2013 Homewood Pinot Noir,Left wine fridge / 5
87738414,2012 Homewood Zinfandel Port,Right wine fridge / 5
87738415,2012 Homewood Zinfandel Port,Right wine fridge / 5
87738416,2012 Homewood Zinfandel Port,Right wine fridge / 5
87708852,2014 Saddlehorn Winery Tempranillo,Right wine fridge / 5
87708853,2014 Saddlehorn Winery Tempranillo,Right wine fridge / 5
87708869,2013 The Austin Winery Merlot Work Horse,Right wine fridge / 5
90609924,2015 The Austin Winery Old Vine Zin,Right wine fridge / 5
87709021,"2014 Balletto Vineyards Chardonnay Cider
Ridge Vineyard Russian River Valley",Right wine fridge / 6
88503029,2015 Duchman Family Winery Dry Texas Rose,Right wine fridge / 6
87738436,2014 Homewood Chardonnay,Right wine fridge / 6
87738437,2014 Homewood Chardonnay,Right wine fridge / 6
87736593,2013 Homewood Flying Wizzbanger,Left wine fridge / 6
87736594,2013 Homewood Flying Wizzbanger,Left wine fridge / 6
87736595,2013 Homewood Flying Wizzbanger,Left wine fridge / 6
87736596,2013 Homewood Flying Wizzbanger,Left wine fridge / 6
87736597,2013 Homewood Flying Wizzbanger,Left wine fridge / 6
87738699,2012 Homewood Petite Sirah,Left wine fridge / 6
87738445,2013 Homewood Pinot Noir,Right wine fridge / 6
87738446,2013 Homewood Pinot Noir,Right wine fridge / 6
87738686,2013 Homewood Tempranillo,Left wine fridge / 6
87738687,2013 Homewood Tempranillo,Left wine fridge / 6
87736646,2013 Homewood Zinfandel Hoskins,Left wine fridge / 6
87736647,2013 Homewood Zinfandel Hoskins,Left wine fridge / 6
87709269,NV Mountain Spirit Winery Angel Blush,Right wine fridge / 6
87709270,NV Mountain Spirit Winery Angel Blush,Right wine fridge / 6
87709310,"2012 La Rochelle Chardonnay Rosella's
Vineyard",Right wine fridge / 6
87708899,"2014 La Rochelle Pinot Meunier Parliament
Hill",Right wine fridge / 6
87709848,2016 Bent Oak Winery Blanc du Bois,Right wine fridge / 7
87709868,"2016 Bent Oak Winery Roussanne La Pradera
VIneyards",Right wine fridge / 7
87711444,2014 Gundlach Bundschu Pinot Noir,Left wine fridge / 7
87738464,2013 Homewood Pinot Noir,Right wine fridge / 7
87711523,"2011 Jason Stephens Winery Cabernet
Sauvignon Estate Santa Clara Valley",Left wine fridge / 7
87709787,"2015 La Rochelle Chardonnay Black Knight
Vineyard",Right wine fridge / 7
87709801,"2014 La Rochelle Chardonnay Black Knight
Vineyard",Right wine fridge / 7
87709802,"2014 La Rochelle Chardonnay Black Knight
Vineyard",Right wine fridge / 7
87709757,"2015 La Rochelle Chardonnay Recherché
Reserve Bacigalupi Vineyard",Right wine fridge / 7
87711634,"2012 La Rochelle Pinot Noir Experience
Londer Vineyard",Left wine fridge / 7
87711477,"2012 La Rochelle Pinot Noir Paraiso Vineyard
Santa Lucia Highlands",Left wine fridge / 7
87711603,"2012 La Rochelle Pinot Noir Recherché
Reserve Soberanes Vineyard",Left wine fridge / 7
87711497,"2011 La Vie Wines Pinot Noir La Vie Blanc de
Noir McIntyre Vineyard",Left wine fridge / 7
87709824,NV Vino Salida Wine Cellars Honey bee vino,Right wine fridge / 7
87709825,NV Vino Salida Wine Cellars Honey bee vino,Right wine fridge / 7
87711663,2013 Banshee Pinot Noir Rice-Spivak,Left wine fridge / 8
87710306,"2015 Bent Oak Winery Tempranillo Texas High
Plains",Right wine fridge / 8
87711918,"2013 Benziger Family Winery Pinot Noir de
Coelo Quintus Vineyard",Left wine fridge / 8
87710151,2014 Driftwood Estate Winery Longhorn Red,Right wine fridge / 8
87710193,2014 Driftwood Estate Winery Sangiovese,Right wine fridge / 8
87710222,NV Duchman Family Winery Progression,Right wine fridge / 8
87711677,2013 Dutton-Goldfield Pinot Noir Fox Den,Left wine fridge / 8
87710092,2014 Gundlach Bundschu Malbec,Right wine fridge / 8
87710115,"2014 Gundlach Bundschu Tempranillo Estate
Vineyard",Right wine fridge / 8
87711756,2012 Imagery Estate Winery Petite Sirah,Left wine fridge / 8
87711941,"2013 Larson Family Winery Pinot Noir
Millerick Road",Left wine fridge / 8
87711805,2012 Larson Family Winery Syrah,Left wine fridge / 8
87711806,2012 Larson Family Winery Syrah,Left wine fridge / 8
89146868,NV Saddlehorn Winery Barn Red,Right wine fridge / 8
89146869,NV Saddlehorn Winery Barn Red,Right wine fridge / 8
87710081,NV The Austin Winery,Right wine fridge / 8
87711865,2012 Topel Syrah Noir - Cuvée Donnis,Left wine fridge / 8
87710420,2014 Balletto Vineyards Pinot Noir 18 Barrel,Right wine fridge / 9
87710387,"2014 Balletto Vineyards Pinot Noir Burnside
Road Vineyard",Right wine fridge / 9
87712106,2013 Cartograph Pinot Noir Choate Vineyard,Left wine fridge / 9
87712082,"2013 Cartograph Pinot Noir Russian River
Valley",Left wine fridge / 9
87710361,2013 Homewood Flying Wizzbanger,Right wine fridge / 9
87710362,2013 Homewood Flying Wizzbanger,Small wine fridge / Red
87736555,2013 Homewood Flying Wizzbanger,Right wine fridge / 9
87736661,2013 Homewood Zinfandel Hoskins,Right wine fridge / 9
87736662,2013 Homewood Zinfandel Hoskins,Right wine fridge / 9
87712036,"2013 Larson Family Winery Pinot Noir
Millerick Road",Left wine fridge / 9
87710483,NV Mountain Spirit Winery Apple Icewine,Right wine fridge / 9
87711963,"2012 La Rochelle Pinot Noir Experience
Londer Vineyard",Left wine fridge / 9
87711964,"2012 La Rochelle Pinot Noir Experience
Londer Vineyard",Left wine fridge / 9
87712004,"2011 La Rochelle Pinot Noir Freestone Hill
Vineyard",Left wine fridge / 9
89146810,NV Saddlehorn Winery Black Spanish,Right wine fridge / 9
89146811,NV Saddlehorn Winery Black Spanish,Right wine fridge / 9
87710463,NV Truett-Hurst Zinfandel Dessert Wine,Right wine fridge / 9
87708516,2015 Bent Oak Winery Zinfandel,Small wine fridge / Red
88502989,2015 Duchman Family Winery Sangiovese,Small wine fridge / Red
87674810,2014 Gundlach Bundschu Pinot Noir,Small wine fridge / Red
87738465,2013 Homewood Pinot Noir,Small wine fridge / Red
87738417,2012 Homewood Zinfandel Port,Small wine fridge / Red
90610070,2015 Infinite Monkey Theorem Merlot,Small wine fridge / Red
87674958,"2014 Pontotoc Vineyard Smoothing Iron
Mountain",Small wine fridge / Red
87674193,"2014 La Rochelle Pinot Meunier Parliament
Hill",Small wine fridge / Red
87736103,"2012 La Rochelle Pinot Noir Recherché
Reserve Dutton Freestone",Small wine fridge / Red
87739120,NV Wimberley Valley Wines Cellar Select White,Small wine fridge / White
90913491,"2014 Westcave Cellars Sangiovese Bella Vista
Ranch",Right wine fridge / 2
90913566,"2013 Westcave Cellars Merlot Hendricks
Family Vineyard",Left wine fridge / 5
90913538,"2014 Westcave Cellars Sangiovese Bella Vista
Ranch",Left wine fridge / 5
90913516,"2014 Barton Springs Winery Chardonnay
Washington Barton Springs Winery",Right wine fridge / 6
90913573,"2013 Westcave Cellars Merlot Hendricks
Family Vineyard",Left wine fridge / 6
90913651,NV Solaro Estate Port Cellar Reserve,Right wine fridge / 8
90913652,NV Solaro Estate Port Cellar Reserve,Right wine fridge / 8
90954909,"2016 Bent Oak Winery Merlot Texas High Plains",Right wine fridge / 11 
90954862,"2016 Bent Oak Winery Sangiovese Texas High
Plains",Right wine fridge / 11 
90925643,"2016 Bent Oak Winery Viognier Sprayberry
Vineyard",Right wine fridge / 7 
90925658,"2016 Bent Oak Winery Chardonnay",Right wine fridge / 9 
